,'caller_id','assigned_to','assignment_group','u_symptom','sys_updated_by','incident_state','subcategory','category','active','u_priority_confirmation','sys_created_by','opened_by','location','made_sla','knowledge','priority','complTime'
62359,946,231,58,367,229,9,75,44,2,2,172,36,89,2,1,4,120.6
62373,320,45,18,1,763,7,75,59,1,2,126,190,106,1,1,3,297.25
62375,2635,34,65,413,325,9,122,34,2,2,1,33,130,2,1,3,120.95
62377,3745,1,65,413,763,8,122,34,2,1,1,33,219,2,1,3,120.8
62378,3745,34,65,413,325,9,122,34,2,2,1,33,219,2,1,3,120.8
62383,4094,1,21,354,156,2,64,59,2,1,156,16,45,2,1,3,124.733333333333
62384,4094,1,21,354,156,2,64,59,2,1,156,16,45,2,1,3,124.733333333333
62387,4094,1,55,354,783,2,64,59,2,1,156,16,45,2,1,3,124.733333333333
62394,4709,47,11,278,30,8,239,46,2,1,126,190,106,2,1,3,123.566666666667
62398,4788,34,65,1,325,9,169,17,2,2,1,33,217,2,1,3,120.416666666667
62399,4788,34,65,1,763,7,169,17,1,2,1,33,217,2,1,3,120.416666666667
62400,2228,210,65,413,763,2,71,50,2,1,1,16,106,2,1,4,121.366666666667
62401,2228,210,65,413,156,2,71,50,2,1,1,16,106,2,1,4,121.366666666667
62414,2998,171,65,1,30,2,75,17,2,1,1,190,106,2,1,3,121.2
62415,2998,171,65,1,30,9,75,17,2,2,1,190,106,2,1,3,121.2
62423,564,105,59,367,96,7,21,50,1,2,1,33,9,2,1,3,54.0666666666667
62425,1014,76,20,1,736,2,75,15,2,1,3,33,198,2,1,3,676.183333333333
62427,1014,76,20,1,736,5,75,15,2,1,3,33,198,2,1,3,676.183333333333
62429,1014,76,20,1,736,5,75,15,2,1,3,33,198,2,1,3,676.183333333333
62441,2976,145,21,352,783,9,196,46,2,2,156,16,45,2,1,4,123
62446,3863,105,59,135,623,2,71,50,2,1,1,33,186,2,1,3,53.8666666666667
62448,3863,1,65,135,638,2,71,50,2,1,1,33,186,2,1,3,53.8666666666667
62453,691,231,58,1,229,5,239,46,2,1,126,190,184,2,1,3,315.016666666667
62454,691,231,58,1,229,9,239,46,2,2,126,190,184,2,1,3,315.016666666667
62468,2635,1,65,1,763,8,122,34,2,1,1,33,130,2,1,3,120.733333333333
62483,3053,1,65,413,763,8,122,34,2,1,1,33,181,2,1,3,120.533333333333
62488,3935,163,17,1,763,7,236,15,1,2,119,183,106,2,1,3,120.533333333333
62490,3763,75,65,413,469,9,122,34,2,2,1,62,106,2,1,3,120.516666666667
62495,1521,34,65,1,763,7,75,17,1,2,1,190,146,2,1,3,123.5
62497,3935,163,17,1,763,7,236,15,1,1,119,183,106,2,1,3,120.45
62498,3213,231,58,367,229,2,75,24,2,1,172,36,9,2,1,3,123.45
62500,3213,231,58,367,763,7,75,24,1,2,172,36,9,2,1,3,123.45
62515,2887,75,1,18,763,7,6,11,1,2,87,124,45,2,1,3,148.416666666667
62520,3935,163,17,1,845,9,236,15,2,1,119,183,106,2,1,3,120.366666666667
62527,2427,75,1,367,315,8,169,17,2,1,25,62,185,2,1,3,175.35
62538,1491,169,22,1,31,9,75,46,2,2,87,124,176,2,1,3,133.333333333333
62543,4297,18,1,18,315,8,76,17,2,1,3,33,176,2,1,3,149.316666666667
62548,2739,172,20,367,32,2,75,26,2,1,3,33,9,2,1,3,123.3
62558,1375,75,1,367,763,7,75,17,1,2,25,62,106,2,1,3,150.3
62560,3935,163,17,1,763,7,236,15,1,1,119,183,106,2,1,3,120.3
62568,929,215,21,1,199,2,37,26,2,1,126,190,45,2,1,3,169.25
62575,2565,183,20,1,80,2,75,59,2,1,3,33,9,2,1,3,121.25
62576,2565,183,20,1,80,2,75,59,2,1,3,33,9,2,1,3,121.25
62580,3935,163,17,1,763,7,236,15,1,1,119,183,106,2,1,3,120.233333333333
62585,2468,1,1,367,28,8,75,17,2,1,1,62,45,2,1,3,291.35
62593,4379,138,65,367,734,9,248,24,2,2,1,124,106,2,1,3,120.2
62599,268,34,65,367,763,7,76,17,1,2,1,33,45,2,1,3,120.183333333333
62604,3051,137,13,367,728,9,209,32,2,2,3,33,181,2,1,3,129.183333333333
62610,5104,225,17,367,222,2,76,17,2,1,24,87,61,2,1,3,151.166666666667
62616,1603,123,1,1,28,8,75,17,2,1,3,33,61,2,1,3,151.15
62623,1603,123,16,1,686,9,75,17,2,2,3,33,61,2,1,3,151.15
62631,3691,145,21,367,763,7,75,59,1,2,3,33,45,2,1,3,122.133333333333
62633,1150,59,50,370,469,8,146,38,2,1,25,62,106,2,1,3,122.133333333333
62638,1150,59,50,367,478,9,146,38,2,2,25,62,106,2,1,2,122.133333333333
62641,1259,34,65,367,325,2,76,17,2,1,1,33,45,2,1,3,121.116666666667
62644,3230,75,65,413,763,2,122,34,2,1,1,62,45,2,1,3,120.116666666667
62645,3230,75,65,413,469,9,122,34,2,2,1,62,45,2,1,3,120.116666666667
62646,3230,75,65,413,763,7,122,34,1,2,1,62,45,2,1,3,120.116666666667
62651,4306,171,65,1,763,7,76,17,1,1,1,190,106,2,1,3,121.1
62654,3957,40,16,367,135,8,75,46,2,1,156,16,219,2,1,4,126.1
62660,3816,142,1,1,770,8,75,38,2,1,103,167,184,2,1,3,120.083333333333
62666,1718,93,13,367,712,8,169,17,2,1,25,62,45,2,1,3,188.083333333333
62668,1718,93,1,367,28,8,169,17,2,1,25,62,45,2,1,3,188.083333333333
62677,72,75,65,18,469,9,76,17,2,2,1,62,106,2,1,3,121.066666666667
62679,3816,89,33,1,770,8,75,38,2,1,103,167,184,2,1,3,128.05
62688,1294,225,17,367,222,8,64,59,2,1,87,124,61,2,1,3,128.033333333333
62700,1369,164,65,367,763,7,75,24,1,2,1,16,80,2,1,4,300.133333333333
62701,3935,163,17,1,845,9,236,15,2,1,119,183,106,2,1,3,121
62706,2877,171,1,1,763,7,75,38,1,2,126,190,181,2,1,3,120.983333333333
62710,1479,105,59,367,623,2,71,50,2,1,1,33,79,2,1,3,52.85
62716,1294,225,17,367,222,2,75,9,2,1,1,124,61,2,1,3,152.966666666667
62721,1452,172,13,1,770,8,75,15,2,1,103,167,9,2,1,3,625.1
62726,1452,172,20,1,226,5,75,15,2,1,103,167,9,2,1,3,625.1
62740,1479,159,59,133,638,9,71,50,2,2,3,33,79,2,1,3,52.8
62749,3676,108,37,371,153,8,38,29,2,1,126,190,181,2,1,3,175.85
62750,3676,108,41,371,153,8,38,29,2,1,126,190,181,2,1,3,175.85
62757,3676,108,24,371,647,9,38,29,2,2,126,190,181,2,1,3,175.85
62761,640,41,4,1,712,8,75,46,2,1,103,167,162,2,1,3,480.966666666667
62764,1426,1,65,418,763,8,169,17,2,1,1,62,106,2,1,3,121.816666666667
62768,1426,103,68,418,412,9,169,17,2,2,1,62,106,2,1,3,121.816666666667
62777,1698,18,1,367,315,2,169,17,2,1,3,33,61,2,1,3,149.8
62778,1698,18,1,367,315,9,169,17,2,2,3,33,61,2,1,3,149.8
62789,2697,45,18,367,325,8,75,59,2,1,3,33,106,2,1,3,146.75
62795,2530,34,65,367,325,9,75,17,2,2,1,33,106,2,1,3,120.75
62796,2530,34,65,367,763,7,75,17,1,2,1,33,106,2,1,3,120.75
62798,4043,1,18,367,412,2,75,54,2,1,3,33,106,2,1,3,216.733333333333
62808,5044,117,65,367,315,5,75,46,2,1,25,62,164,2,1,3,170.733333333333
62810,5044,117,13,367,469,2,75,46,2,1,25,62,164,2,1,3,170.733333333333
62812,5044,117,4,367,12,9,75,46,2,2,25,62,164,2,1,3,170.733333333333
62818,3655,40,16,1,763,7,196,46,1,2,126,190,176,2,1,3,125.733333333333
62823,3547,1,65,367,763,8,76,17,2,1,1,62,45,2,1,3,128.666666666667
62824,3547,166,65,367,25,9,76,17,2,2,1,62,45,2,1,3,128.666666666667
62827,3747,138,65,18,763,7,76,17,1,1,1,124,9,2,1,3,120.666666666667
62830,3790,75,65,413,763,7,122,34,1,2,1,62,61,2,1,3,120.65
62832,1824,135,13,367,712,8,75,15,2,1,180,1,106,2,1,3,174.633333333333
62837,1824,135,18,367,721,5,75,15,2,1,180,1,106,2,1,3,174.633333333333
62840,2982,41,65,367,325,8,75,46,2,1,3,33,175,2,1,3,480.816666666667
62846,946,159,45,367,638,2,75,38,2,1,172,36,89,2,1,3,52.5
62852,3203,41,4,1,763,7,75,50,1,2,3,33,162,1,1,3,481.75
62860,3102,103,68,1,763,7,64,54,1,2,1,190,79,2,1,3,150.6
62861,4037,207,1,28,325,8,26,29,2,1,3,33,185,2,1,3,198.6
62864,4037,207,1,28,25,5,26,29,2,1,3,33,185,2,1,3,198.6
62870,2253,40,4,1,712,8,75,46,2,1,103,167,164,2,1,3,150.6
62871,2253,40,16,1,31,8,75,46,2,1,103,167,164,2,1,3,150.6
62876,4054,75,65,413,469,9,122,34,2,2,1,62,128,2,1,3,120.583333333333
62878,3547,211,65,515,469,8,38,29,2,1,25,62,45,2,1,3,149.566666666667
62882,3664,54,65,367,763,2,75,24,2,1,1,87,106,2,1,3,120.566666666667
62888,3529,41,4,1,763,7,75,46,1,2,126,190,185,1,1,3,481.7
62893,4473,1,21,367,712,2,75,15,2,1,3,33,45,2,1,3,486.666666666667
62894,4473,215,21,367,199,2,75,15,2,1,3,33,45,2,1,3,486.666666666667
62905,2916,137,13,367,728,9,166,46,2,2,136,201,181,2,1,3,124.5
62908,3354,1,65,367,325,2,76,17,2,1,3,33,219,2,1,3,149.45
62914,3354,75,1,367,469,9,76,17,2,2,3,33,219,2,1,3,149.45
62918,961,75,65,7,763,7,248,24,1,2,1,62,164,2,1,3,120.4
62923,3812,75,65,367,258,2,75,24,2,1,180,1,223,2,1,3,149.383333333333
62925,3812,18,1,367,315,9,75,24,2,2,180,1,223,2,1,3,149.383333333333
62934,3646,74,50,367,446,8,73,46,2,1,24,87,219,2,1,3,144.35
62944,4945,1,65,413,763,8,122,34,2,1,1,33,219,2,1,3,120.333333333333
62954,2232,34,1,515,325,9,38,29,2,2,87,124,184,2,1,3,122.316666666667
62957,4154,169,1,367,325,8,64,17,2,1,3,33,177,2,1,3,315.45
62965,4154,169,1,367,109,5,64,17,2,1,3,33,177,2,1,3,315.45
62967,4154,169,22,367,31,9,64,17,2,2,3,33,177,2,1,3,315.45
62969,2873,80,60,1,763,2,120,38,2,1,1,109,99,2,1,3,631.416666666667
62981,3437,172,76,261,469,8,64,59,2,1,25,62,9,2,1,3,121.266666666667
62990,966,34,65,413,763,7,122,34,1,2,1,33,106,2,1,3,120.266666666667
62994,3175,145,21,1,783,2,75,14,2,1,126,190,45,2,1,3,148.25
62997,3175,145,21,1,763,7,75,14,1,2,126,190,45,2,1,3,148.25
63003,4676,34,1,367,315,2,248,24,2,1,3,33,185,2,1,3,149.183333333333
63011,3740,101,68,1,412,2,75,54,2,1,1,167,9,2,1,3,147.15
63020,1494,89,33,367,451,8,10,35,2,1,3,33,106,2,1,3,151.133333333333
63029,5165,196,18,1,108,2,75,14,2,1,180,1,106,2,1,3,150.116666666667
63033,4101,75,63,367,325,8,195,4,2,1,3,33,106,2,1,3,149.116666666667
63036,4101,75,13,367,712,8,195,4,2,1,3,33,106,2,1,3,149.116666666667
63041,4101,75,1,367,469,9,195,4,2,2,3,33,106,2,1,3,149.116666666667
63044,4456,34,65,367,325,9,75,46,2,2,1,33,61,2,1,3,121.083333333333
63047,525,101,68,367,412,2,75,54,2,1,1,62,9,2,1,3,147.066666666667
63050,525,101,68,367,615,4,75,54,2,1,1,62,9,2,1,3,147.066666666667
63054,2128,75,65,370,258,8,75,17,2,1,180,1,61,2,1,3,317.183333333333
63059,2128,149,17,367,222,2,75,17,2,1,180,1,61,2,1,3,317.183333333333
63061,2128,73,68,367,412,2,75,17,2,1,180,1,61,2,1,3,317.183333333333
63066,2128,1,47,367,138,2,75,17,2,1,180,1,61,2,1,3,317.183333333333
63079,1992,34,65,413,325,9,122,34,2,2,1,33,37,2,1,3,121.05
63100,3958,142,1,367,763,7,75,24,1,2,103,167,79,2,1,3,120.95
63102,4169,24,44,28,153,8,26,29,2,1,87,124,37,2,1,3,125.933333333333
63106,4007,1,65,1,763,8,75,11,2,1,1,33,106,2,1,3,121.916666666667
63112,2398,1,60,191,325,5,17,46,2,1,1,33,222,2,1,3,383
63116,2398,1,33,191,574,2,17,46,2,1,1,33,222,2,1,3,383
63122,2398,1,65,1,574,2,248,24,2,1,1,33,222,2,1,3,383
63129,2398,80,60,1,574,9,248,24,2,2,1,33,222,2,1,3,383
63131,4007,196,13,1,325,8,75,14,2,1,3,33,106,2,1,3,287.95
63144,1755,45,18,354,399,9,64,59,2,2,156,16,106,2,1,3,170.783333333333
63148,2460,93,1,1,589,8,75,24,2,1,180,1,217,2,1,3,137.716666666667
63152,170,2,5,1,244,2,75,35,2,1,163,11,106,2,1,3,93.5
63157,2792,215,21,367,199,2,75,34,2,1,45,107,45,2,1,4,121.65
63160,4589,75,65,367,325,8,76,17,2,1,3,33,106,2,1,3,214.633333333333
63166,4565,34,65,413,763,2,122,34,2,1,1,33,176,2,1,3,120.633333333333
63170,2938,158,65,28,325,8,38,29,2,1,3,33,61,2,1,3,220.633333333333
63171,2938,158,1,28,28,8,38,29,2,1,3,33,61,2,1,3,220.633333333333
63180,2034,146,65,367,325,8,75,38,2,1,3,33,219,2,1,3,143.6
63192,1375,45,18,1,770,8,75,15,2,1,103,167,106,2,1,3,155.9
63204,1016,3,23,367,348,8,122,34,2,1,9,63,52,2,1,3,144.383333333333
63207,4697,1,65,18,763,8,76,17,2,1,1,1,106,2,1,3,148.383333333333
63210,4697,75,65,18,469,9,76,17,2,2,1,1,106,2,1,3,148.383333333333
63214,2323,207,16,2,712,2,209,32,2,1,126,190,181,2,1,3,125.35
63220,3530,123,47,1,66,8,75,50,2,1,3,33,219,2,1,3,312.466666666667
63222,3530,123,1,1,28,8,75,50,2,1,3,33,219,2,1,3,312.466666666667
63231,3530,123,16,1,686,2,75,50,2,1,3,33,219,2,1,3,312.466666666667
63236,3598,38,2,367,406,8,49,38,2,1,3,33,45,2,1,3,127.333333333333
63238,3598,38,15,367,59,8,151,38,2,1,3,33,45,2,1,3,127.333333333333
63245,1695,175,2,405,763,7,49,38,1,2,87,124,9,1,1,3,724.4
63246,5070,196,18,367,325,8,75,46,2,1,3,33,106,2,1,3,726.383333333333
63254,5070,196,18,367,50,2,75,46,2,2,3,33,106,2,1,3,726.383333333333
63256,5070,196,18,367,108,2,75,46,2,2,3,33,106,2,1,3,726.383333333333
63262,2484,62,51,1,482,9,91,38,2,2,33,96,80,2,1,3,174.266666666667
63265,4589,89,33,367,325,8,122,34,2,1,3,33,106,2,1,3,126.216666666667
63266,4589,89,33,367,560,9,122,34,2,2,3,33,106,2,1,3,126.216666666667
63267,4589,89,33,367,763,7,122,34,1,2,3,33,106,2,1,3,126.216666666667
63271,3231,163,17,367,845,9,169,17,2,2,180,1,217,2,1,3,123.183333333333
63272,3231,163,17,367,763,7,169,17,1,2,180,1,217,2,1,3,123.183333333333
63273,2733,76,20,367,325,2,98,59,2,1,3,33,9,2,1,3,290.266666666667
63274,2733,76,20,367,325,2,98,59,2,1,3,33,9,2,1,3,290.266666666667
63286,2113,1,68,367,325,2,204,54,2,1,1,33,9,2,1,3,146.133333333333
63287,2113,101,68,367,412,2,204,54,2,1,1,33,9,2,1,3,146.133333333333
63293,1044,41,13,367,156,8,75,54,2,1,156,16,173,2,1,3,480.266666666667
63304,4522,172,20,23,32,9,76,17,2,2,3,33,9,2,1,3,197.116666666667
63310,3807,81,53,399,59,8,159,38,2,1,180,1,219,2,1,3,173.083333333333
63315,3807,81,53,399,763,7,159,38,1,2,180,1,219,2,1,3,173.083333333333
63325,615,218,44,28,153,5,26,29,2,1,3,33,72,2,1,3,390.2
63327,615,75,65,28,469,5,26,29,2,1,3,33,72,2,1,3,390.2
63329,615,75,65,28,13,5,26,29,2,1,3,33,72,2,1,3,390.2
63330,615,75,65,28,446,5,26,29,2,1,3,33,72,2,1,3,390.2
63343,3572,142,1,367,770,2,75,38,2,1,103,167,9,2,1,3,181.033333333333
63345,3572,1,1,367,469,2,75,38,2,1,103,167,9,2,1,3,181.033333333333
63350,4697,75,65,367,325,8,75,17,2,1,3,33,106,2,1,3,147
63370,1488,1,67,261,332,8,38,29,2,1,1,57,61,2,1,3,460.066666666667
63375,2594,210,65,413,105,5,122,34,2,1,156,16,45,2,1,4,150.916666666667
63382,2369,1,60,146,763,8,17,46,2,1,1,33,106,2,1,3,152.883333333333
63384,2369,1,33,146,574,8,17,46,2,1,1,33,106,2,1,3,152.883333333333
63389,2369,34,65,367,325,9,248,24,2,2,1,33,106,2,1,3,152.883333333333
63393,3145,103,68,367,599,2,64,54,2,1,1,33,106,2,1,3,389
63406,2232,207,16,367,712,2,195,4,2,1,3,33,184,2,1,3,124.85
63408,2232,207,16,367,135,9,195,4,2,2,3,33,184,2,1,3,124.85
63421,3273,41,4,367,763,7,75,46,1,2,3,33,168,1,1,3,479.9
63422,4989,169,22,19,325,8,64,15,2,1,3,33,73,2,1,3,130.766666666667
63423,4989,169,22,19,31,8,64,15,2,1,3,33,73,2,1,3,130.766666666667
63426,4989,169,22,19,763,7,64,15,1,2,3,33,73,2,1,3,130.766666666667
63439,5052,89,33,1,560,9,75,35,2,2,126,190,219,2,1,3,125.733333333333
63442,1080,124,27,469,716,5,251,38,2,1,156,16,9,2,1,3,340.9
63447,4825,34,65,413,325,9,122,34,2,2,1,33,45,2,1,3,120.716666666667
63455,3239,158,17,501,827,5,103,59,2,1,3,33,61,2,1,3,123.7
63458,2565,1,68,367,763,8,75,54,2,1,1,33,9,2,1,3,145.683333333333
63461,2565,101,68,367,615,4,75,54,2,1,1,33,9,2,1,3,145.683333333333
63474,2859,220,48,367,169,2,148,38,2,1,3,33,9,2,1,3,123.583333333333
63499,4370,75,1,1,28,8,75,17,2,1,180,1,106,2,1,3,148.516666666667
63500,4370,75,1,1,469,8,75,17,2,1,180,1,106,2,1,3,148.516666666667
63510,366,45,18,367,399,9,75,46,2,2,156,16,106,2,1,3,149.516666666667
63511,366,45,18,367,763,7,75,46,1,2,156,16,106,2,1,3,149.516666666667
63527,4888,34,65,367,517,7,75,46,1,2,1,33,106,2,1,3,169.483333333333
63531,1477,103,68,1,412,9,169,17,2,2,1,33,13,2,1,3,121.4
63544,5207,123,16,1,686,5,75,46,2,1,87,124,219,2,1,3,292.516666666667
63550,5016,75,65,367,169,8,75,38,2,1,3,33,106,2,1,3,288.483333333333
63559,5016,75,1,367,469,9,75,38,2,2,3,33,106,2,1,3,288.483333333333
63565,1477,1,1,1,315,5,76,17,2,1,1,33,13,2,1,3,213.283333333333
63567,1477,45,18,1,399,5,76,17,2,1,1,33,13,2,1,3,213.283333333333
63571,4137,195,65,367,109,9,122,38,2,2,1,6,45,2,1,3,120.266666666667
63575,4104,1,65,367,712,8,75,14,2,1,1,33,61,2,1,3,192.2
63581,4104,1,1,367,105,2,75,14,2,1,1,33,61,2,1,3,192.2
63583,4104,1,1,367,469,5,75,14,2,1,1,33,61,2,1,3,192.2
63593,224,1,65,367,812,5,75,46,2,1,1,33,61,2,1,3,128.2
63594,224,18,65,367,315,9,75,46,2,2,1,33,61,2,1,3,128.2
63596,3069,210,65,367,763,2,196,46,2,1,1,16,219,2,1,3,120.2
63598,3069,210,65,367,763,7,196,46,1,2,1,16,219,2,1,3,120.2
63600,5165,75,1,367,28,8,122,38,2,1,145,6,106,2,1,3,149.166666666667
63602,5165,75,1,367,763,7,122,38,1,2,145,6,106,2,1,3,149.166666666667
63604,236,1,45,1,712,8,84,34,2,1,1,1,106,2,1,3,156.133333333333
63609,5016,1,65,274,763,8,6,11,2,1,1,33,106,2,1,3,172.116666666667
63616,5016,54,65,274,763,7,6,11,1,2,1,33,106,2,1,3,172.116666666667
63619,704,156,13,367,845,2,64,15,2,1,156,16,37,2,1,3,123.116666666667
63625,2979,34,65,413,325,9,122,34,2,2,1,33,106,2,1,3,121.1
63629,3463,158,17,450,827,9,64,15,2,2,3,33,61,2,1,3,123.1
63636,4295,64,27,252,484,5,198,50,2,1,3,33,9,2,1,3,167.083333333333
63638,4295,64,27,252,484,9,198,50,2,2,3,33,9,2,1,3,167.083333333333
63645,3904,4,50,367,763,7,142,38,1,2,87,124,61,1,1,3,291.166666666667
63647,1611,218,44,371,156,8,38,29,2,1,156,16,164,2,1,3,146.016666666667
63648,1611,218,44,371,153,8,38,29,2,1,156,16,164,2,1,3,146.016666666667
63650,1611,218,44,371,153,5,38,29,2,1,156,16,164,2,1,3,146.016666666667
63656,3715,29,18,367,315,8,84,34,2,1,180,1,106,2,1,3,316.133333333333
63657,3715,196,18,367,108,2,84,34,2,1,180,1,106,2,1,3,316.133333333333
63661,1644,1,65,249,763,8,250,27,2,1,1,16,30,2,1,3,120.883333333333
63662,1644,210,65,249,156,2,250,27,2,1,1,16,30,2,1,3,120.883333333333
63667,4543,166,1,367,28,2,75,11,2,1,180,1,106,2,1,3,165.883333333333
63670,4543,75,1,367,469,5,75,11,2,1,180,1,106,2,1,3,165.883333333333
63672,4543,75,1,367,763,7,75,11,1,2,180,1,106,2,1,3,165.883333333333
63673,3904,1,65,367,763,8,122,38,2,1,1,124,61,2,1,3,120.866666666667
63675,3904,138,65,367,763,7,122,38,1,2,1,124,61,2,1,3,120.866666666667
63677,4850,163,17,367,222,2,75,59,2,1,180,1,61,2,1,3,214.833333333333
63685,4850,163,17,367,763,7,75,59,1,2,180,1,61,1,1,3,214.833333333333
63686,2590,1,13,1,763,8,75,14,2,1,1,6,106,2,1,3,457.95
63688,2590,1,47,1,66,8,75,14,2,1,1,6,106,2,1,3,457.95
63699,195,44,2,367,375,2,75,38,2,1,3,33,219,2,1,3,356.933333333333
63708,2128,88,71,367,325,2,75,11,2,1,3,33,61,2,1,3,165.716666666667
63712,2128,88,25,367,557,9,75,46,2,2,3,33,61,2,1,3,165.716666666667
63719,1536,86,59,209,469,5,210,32,2,1,1,1,106,2,1,3,167.133333333333
63721,1536,86,59,209,96,7,210,32,1,2,1,1,106,2,1,3,167.133333333333
63727,1497,30,1,353,347,8,191,14,2,1,8,61,61,2,1,3,122.633333333333
63729,1497,30,1,353,347,9,191,14,2,2,8,61,61,2,1,3,122.633333333333
63733,1840,34,65,413,763,7,122,34,1,2,1,33,61,2,1,3,120.633333333333
63760,1593,89,33,367,763,7,108,38,1,2,145,6,45,2,1,3,148.55
63762,1591,31,65,367,66,2,194,44,2,1,9,63,89,2,1,3,191.516666666667
63768,4307,75,79,367,712,8,33,46,2,1,55,117,9,2,1,3,338.633333333333
63775,4307,75,1,367,469,5,33,46,2,1,55,117,9,2,1,3,338.633333333333
63778,4307,75,1,367,469,9,33,46,2,2,55,117,9,2,1,3,338.633333333333
63792,467,75,1,367,28,8,76,17,2,1,180,1,106,2,1,3,165.466666666667
63797,1085,1,72,367,109,8,75,11,2,1,1,6,9,2,1,3,192.45
63803,1085,1,1,367,469,5,75,11,2,1,1,6,9,2,1,3,192.45
63816,3082,210,65,413,763,7,122,34,1,1,1,16,173,2,1,3,120.35
63818,1591,31,58,367,348,2,194,44,2,1,9,63,89,2,1,3,120.35
63822,3243,149,17,367,325,2,75,26,2,1,3,33,64,2,1,3,189.316666666667
63826,3243,149,17,367,10,5,75,26,2,1,3,33,64,2,1,3,189.316666666667
63834,1591,31,58,367,348,2,122,38,2,1,9,63,89,2,1,3,120.283333333333
63835,1591,31,58,367,348,9,122,38,2,2,9,63,89,2,1,3,120.283333333333
63837,4780,18,65,367,734,8,28,11,2,1,87,124,106,2,1,3,148.266666666667
63845,1608,207,16,1,712,2,75,14,2,1,180,1,167,2,1,3,165.266666666667
63851,1608,207,16,1,763,7,75,14,1,2,180,1,167,2,1,3,165.266666666667
63854,1591,31,58,367,763,7,122,38,1,2,9,63,89,2,1,3,120.266666666667
63859,4297,75,1,367,763,7,64,17,1,2,3,33,176,2,1,3,166.233333333333
63860,1591,31,58,367,348,2,122,38,2,1,9,63,89,2,1,3,120.233333333333
63865,3243,24,42,367,222,2,75,29,2,1,3,33,133,2,1,3,169.216666666667
63867,3243,24,42,367,332,5,75,29,2,1,3,33,133,2,1,3,169.216666666667
63872,1591,31,58,367,348,9,122,38,2,2,9,63,89,2,1,3,120.216666666667
63881,1426,75,65,1,763,7,75,17,1,2,1,7,106,2,1,3,166.2
63883,4126,137,47,367,25,2,75,46,2,1,123,186,37,2,1,3,148.183333333333
63887,4126,137,13,367,763,7,75,46,1,2,123,186,37,2,1,3,148.183333333333
63888,3243,24,42,367,325,8,38,29,2,1,3,33,64,2,1,3,481.3
63896,3243,24,42,367,332,9,38,29,2,2,3,33,64,2,1,3,481.3
63903,774,158,17,367,827,9,46,59,2,2,87,124,61,2,1,3,142.116666666667
63906,4780,45,18,367,325,8,75,15,2,1,3,33,106,2,1,3,191.1
63911,3319,196,18,367,108,2,75,59,2,1,144,7,111,2,1,3,121.033333333333
63916,2271,34,65,367,763,7,75,17,1,2,1,33,173,2,1,3,121.816666666667
63918,1510,34,65,28,325,9,26,29,2,2,1,33,9,2,1,3,122.683333333333
63920,3001,1,60,191,763,8,17,46,2,1,1,186,153,2,1,3,165.683333333333
63925,3001,1,1,191,13,2,17,46,2,1,1,186,153,2,1,3,165.683333333333
63926,3001,1,65,191,347,2,17,46,2,1,1,186,153,2,1,3,165.683333333333
63932,85,101,68,367,615,2,75,54,2,1,1,33,9,2,1,3,143.65
63934,85,101,68,367,763,7,75,54,1,2,1,33,9,2,1,3,143.65
63946,660,114,25,520,641,9,213,38,2,2,87,124,61,2,1,3,122.516666666667
63948,2997,1,65,274,763,8,6,11,2,1,1,33,106,2,1,3,122.5
63952,5179,138,65,367,734,9,248,24,2,2,1,124,61,2,1,3,120.433333333333
63961,2589,196,18,367,108,5,75,15,2,1,3,33,106,2,1,3,315.55
63962,2589,196,18,367,108,9,75,15,2,2,3,33,106,2,1,3,315.55
63968,472,196,18,3,108,5,127,15,2,1,3,33,106,2,1,3,288.55
63971,472,196,18,3,763,7,127,15,1,2,3,33,106,1,1,3,288.55
63977,553,169,22,1,763,7,17,46,1,2,103,167,176,2,1,3,124.35
63981,4276,171,65,1,763,2,169,17,2,1,1,190,61,2,1,3,120.333333333333
63982,4276,171,65,1,30,2,169,17,2,1,1,190,61,2,1,3,120.333333333333
63986,1484,1,1,396,734,2,28,11,2,1,1,124,133,2,1,3,191.3
63987,1484,1,1,396,315,2,28,11,2,1,1,124,133,2,1,3,191.3
63998,1479,135,67,354,325,8,64,59,2,1,25,62,79,2,1,3,294.4
64006,1479,135,18,354,721,5,64,59,2,1,25,62,79,2,1,3,294.4
64009,1479,135,18,354,763,7,64,59,1,2,25,62,79,1,1,3,294.4
64010,2556,75,65,367,325,8,76,17,2,1,3,33,219,2,1,3,456.4
64015,2556,75,65,367,728,8,76,17,2,1,3,33,219,2,1,3,456.4
64020,2556,75,1,367,315,5,76,17,2,1,3,33,219,2,1,3,456.4
64028,3534,175,2,367,85,9,49,38,2,2,3,33,210,2,1,3,624.4
64031,4669,211,41,367,163,9,26,29,2,2,87,124,45,2,1,3,122.166666666667
64032,4669,211,41,367,763,7,26,29,1,2,87,124,45,2,1,3,122.166666666667
64035,258,41,4,367,763,7,75,46,1,2,8,61,184,1,1,3,477.3
64038,1306,166,65,367,763,7,75,24,1,2,1,186,181,2,1,3,121.133333333333
64040,1815,1,71,509,201,8,4,50,2,1,1,33,181,2,1,3,121.1
64041,1815,151,71,509,812,9,4,50,2,2,1,33,181,2,1,3,121.1
64045,3676,218,37,20,153,5,38,29,2,1,87,124,181,2,1,3,187.066666666667
64046,3676,218,37,20,153,5,38,29,2,1,87,124,181,2,1,3,187.066666666667
64048,3676,218,37,20,763,7,38,29,1,2,87,124,181,2,1,3,187.066666666667
